parent_area, processing_area, node_id, coc, vendor, qos, goodstype, flow, sellerLocationId, externalization, destinationHubId, mappedHubId, destinationTag, bagClosingTag, bagServiceType, fbeBin, bagLabelText
VStation12,Bin17,372e8edb-7366-42e2-b4a4-7c4da4ae37ae,MDH/IXS,E,E,S,F,,,71277.0,156736.0,1317,EGAUGUW,ECONOMY,false,
VStation12,Bin17,372e8edb-7366-42e2-b4a4-7c4da4ae37ae,GAU/GUW,D,E,S,F,,,71277.0,156736.0,1317,EGAUGUW,ECONOMY,false,
VStation12,Bin17,372e8edb-7366-42e2-b4a4-7c4da4ae37ae,AJL/SAI,E,,,R,,,71277.0,156736.0,1317,EGAUGUW,ECONOMY,false,
VStation12,Bin17,372e8edb-7366-42e2-b4a4-7c4da4ae37ae,SHL/JWA,E,R,S,F,,,71277.0,156736.0,1317,EGAUGUW,ECONOMY,false,
VStation12,Bin17,372e8edb-7366-42e2-b4a4-7c4da4ae37ae,GAU/GUW,C,E,S,F,,,71277.0,156736.0,1317,EGAUGUW,ECONOMY,false,
VStation12,Bin17,372e8edb-7366-42e2-b4a4-7c4da4ae37ae,IXI/BRW,E,,,R,,,71277.0,156736.0,1317,EGAUGUW,ECONOMY,false,
VStation12,Bin17,372e8edb-7366-42e2-b4a4-7c4da4ae37ae,GAU/GUW,B,E,S,F,,,71277.0,156736.0,1317,EGAUGUW,ECONOMY,false,
VStation12,Bin17,372e8edb-7366-42e2-b4a4-7c4da4ae37ae,IXS/IXS,E,E,S,F,,,71277.0,156736.0,1317,EGAUGUW,ECONOMY,false,
VStation12,Bin17,372e8edb-7366-42e2-b4a4-7c4da4ae37ae,GAU/GUW,A,E,S,F,,,71277.0,156736.0,1317,EGAUGUW,ECONOMY,false,
VStation12,Bin17,372e8edb-7366-42e2-b4a4-7c4da4ae37ae,LFG/LFG,E,R,S,F,,,71277.0,156736.0,1317,EGAUGUW,ECONOMY,false,
VStation12,Bin17,372e8edb-7366-42e2-b4a4-7c4da4ae37ae,SHL/JWA,E,E,S,F,,,71277.0,156736.0,1317,EGAUGUW,ECONOMY,false,
VStation12,Bin17,372e8edb-7366-42e2-b4a4-7c4da4ae37ae,AJL/ZNG,E,,,R,,,71277.0,156736.0,1317,EGAUGUW,ECONOMY,false,
VStation12,Bin17,372e8edb-7366-42e2-b4a4-7c4da4ae37ae,DMU/SZR,E,,D,F,,,71277.0,156736.0,1317,EGAUGUW,ECONOMY,false,
VStation12,Bin17,372e8edb-7366-42e2-b4a4-7c4da4ae37ae,GAU/GUW,X,R,S,F,,,71277.0,156736.0,1317,EGAUGUW,ECONOMY,false,
VStation12,Bin17,372e8edb-7366-42e2-b4a4-7c4da4ae37ae,IXS/KLN,E,E,S,F,,,71277.0,156736.0,1317,EGAUGUW,ECONOMY,false,
VStation12,Bin17,372e8edb-7366-42e2-b4a4-7c4da4ae37ae,IXS/KBG,E,,,R,,,71277.0,156736.0,1317,EGAUGUW,ECONOMY,false,
VStation12,Bin17,372e8edb-7366-42e2-b4a4-7c4da4ae37ae,MDH/IXS,E,R,S,F,,,71277.0,156736.0,1317,EGAUGUW,ECONOMY,false,
VStation12,Bin17,372e8edb-7366-42e2-b4a4-7c4da4ae37ae,IXS/IXS,E,R,S,F,,,71277.0,156736.0,1317,EGAUGUW,ECONOMY,false,
VStation12,Bin17,372e8edb-7366-42e2-b4a4-7c4da4ae37ae,AJL/KSB,E,E,S,F,,,71277.0,156736.0,1317,EGAUGUW,ECONOMY,false,
VStation12,Bin17,372e8edb-7366-42e2-b4a4-7c4da4ae37ae,AJL/RMH,E,,D,F,,,71277.0,156736.0,1317,EGAUGUW,ECONOMY,false,
VStation12,Bin17,372e8edb-7366-42e2-b4a4-7c4da4ae37ae,GAU/GUW,S,E,S,F,,,71277.0,156736.0,1317,EGAUGUW,ECONOMY,false,
VStation12,Bin17,372e8edb-7366-42e2-b4a4-7c4da4ae37ae,IXS/BPB,E,,D,F,,,71277.0,156736.0,1317,EGAUGUW,ECONOMY,false,
VStation12,Bin17,372e8edb-7366-42e2-b4a4-7c4da4ae37ae,IXS/KLN,E,R,S,F,,,71277.0,156736.0,1317,EGAUGUW,ECONOMY,false,
VStation12,Bin17,372e8edb-7366-42e2-b4a4-7c4da4ae37ae,NLP/BGT,E,E,S,F,,,71277.0,156736.0,1317,EGAUGUW,ECONOMY,false,
VStation12,Bin17,372e8edb-7366-42e2-b4a4-7c4da4ae37ae,MDH/KHL,E,,D,F,,,71277.0,156736.0,1317,EGAUGUW,ECONOMY,false,
VStation12,Bin17,372e8edb-7366-42e2-b4a4-7c4da4ae37ae,GAU/GUW,X,E,S,F,,,71277.0,156736.0,1317,EGAUGUW,ECONOMY,false,
VStation12,Bin17,372e8edb-7366-42e2-b4a4-7c4da4ae37ae,AJL/KSB,E,R,S,F,,,71277.0,156736.0,1317,EGAUGUW,ECONOMY,false,
VStation12,Bin17,372e8edb-7366-42e2-b4a4-7c4da4ae37ae,NLP/WER,E,,D,F,,,71277.0,156736.0,1317,EGAUGUW,ECONOMY,false,
VStation12,Bin17,372e8edb-7366-42e2-b4a4-7c4da4ae37ae,NLP/NLP,E,,,R,,,71277.0,156736.0,1317,EGAUGUW,ECONOMY,false,
VStation12,Bin17,372e8edb-7366-42e2-b4a4-7c4da4ae37ae,AJL/SHP,E,,,R,,,71277.0,156736.0,1317,EGAUGUW,ECONOMY,false,
VStation12,Bin17,372e8edb-7366-42e2-b4a4-7c4da4ae37ae,LFG/LFG,E,E,S,F,,,71277.0,156736.0,1317,EGAUGUW,ECONOMY,false,
VStation12,Bin17,372e8edb-7366-42e2-b4a4-7c4da4ae37ae,MDH/KHL,E,,,R,,,71277.0,156736.0,1317,EGAUGUW,ECONOMY,false,
VStation12,Bin17,372e8edb-7366-42e2-b4a4-7c4da4ae37ae,SZR/SZR,E,,D,F,,,71277.0,156736.0,1317,EGAUGUW,ECONOMY,false,
VStation12,Bin17,372e8edb-7366-42e2-b4a4-7c4da4ae37ae,NLP/BGT,E,R,S,F,,,71277.0,156736.0,1317,EGAUGUW,ECONOMY,false,
VStation12,Bin17,372e8edb-7366-42e2-b4a4-7c4da4ae37ae,NLP/WER,E,,,R,,,71277.0,156736.0,1317,EGAUGUW,ECONOMY,false,
VStation12,Bin17,372e8edb-7366-42e2-b4a4-7c4da4ae37ae,SZR/SZR,E,,,R,,,71277.0,156736.0,1317,EGAUGUW,ECONOMY,false,
VStation12,Bin17,372e8edb-7366-42e2-b4a4-7c4da4ae37ae,AJL/SHP,E,,D,F,,,71277.0,156736.0,1317,EGAUGUW,ECONOMY,false,
VStation12,Bin17,372e8edb-7366-42e2-b4a4-7c4da4ae37ae,KXJ/KXJ,E,R,S,F,,,71277.0,156736.0,1317,EGAUGUW,ECONOMY,false,
VStation12,Bin17,372e8edb-7366-42e2-b4a4-7c4da4ae37ae,NLP/NLP,E,,D,F,,,71277.0,156736.0,1317,EGAUGUW,ECONOMY,false,
VStation12,Bin17,372e8edb-7366-42e2-b4a4-7c4da4ae37ae,LFG/LFG,E,,D,F,,,71277.0,156736.0,1317,EGAUGUW,ECONOMY,false,
VStation12,Bin17,372e8edb-7366-42e2-b4a4-7c4da4ae37ae,NLP/BGT,E,,D,F,,,71277.0,156736.0,1317,EGAUGUW,ECONOMY,false,
VStation12,Bin17,372e8edb-7366-42e2-b4a4-7c4da4ae37ae,AJL/ZNG,E,,D,F,,,71277.0,156736.0,1317,EGAUGUW,ECONOMY,false,
VStation12,Bin17,372e8edb-7366-42e2-b4a4-7c4da4ae37ae,IXS/KBG,E,,D,F,,,71277.0,156736.0,1317,EGAUGUW,ECONOMY,false,
VStation12,Bin17,372e8edb-7366-42e2-b4a4-7c4da4ae37ae,AJL/SAI,E,,D,F,,,71277.0,156736.0,1317,EGAUGUW,ECONOMY,false,
VStation12,Bin17,372e8edb-7366-42e2-b4a4-7c4da4ae37ae,KXJ/KXJ,E,,D,F,,,71277.0,156736.0,1317,EGAUGUW,ECONOMY,false,
VStation12,Bin17,372e8edb-7366-42e2-b4a4-7c4da4ae37ae,IXS/KLN,E,,,R,,,71277.0,156736.0,1317,EGAUGUW,ECONOMY,false,
VStation12,Bin17,372e8edb-7366-42e2-b4a4-7c4da4ae37ae,AJL/KSB,E,,,R,,,71277.0,156736.0,1317,EGAUGUW,ECONOMY,false,
VStation12,Bin17,372e8edb-7366-42e2-b4a4-7c4da4ae37ae,IXS/IXS,E,,D,F,,,71277.0,156736.0,1317,EGAUGUW,ECONOMY,false,
VStation12,Bin17,372e8edb-7366-42e2-b4a4-7c4da4ae37ae,AJL/CMH,E,E,S,F,,,71277.0,156736.0,1317,EGAUGUW,ECONOMY,false,
VStation12,Bin17,372e8edb-7366-42e2-b4a4-7c4da4ae37ae,IXS/KLN,E,,D,F,,,71277.0,156736.0,1317,EGAUGUW,ECONOMY,false,
VStation12,Bin17,372e8edb-7366-42e2-b4a4-7c4da4ae37ae,AJL/KSB,E,,D,F,,,71277.0,156736.0,1317,EGAUGUW,ECONOMY,false,
VStation12,Bin17,372e8edb-7366-42e2-b4a4-7c4da4ae37ae,AJL/LGT,E,E,S,F,,,71277.0,156736.0,1317,EGAUGUW,ECONOMY,false,
VStation12,Bin17,372e8edb-7366-42e2-b4a4-7c4da4ae37ae,AJL/CMH,E,R,S,F,,,71277.0,156736.0,1317,EGAUGUW,ECONOMY,false,
VStation12,Bin17,372e8edb-7366-42e2-b4a4-7c4da4ae37ae,IXS/IXS,E,,,R,,,71277.0,156736.0,1317,EGAUGUW,ECONOMY,false,
VStation12,Bin17,372e8edb-7366-42e2-b4a4-7c4da4ae37ae,AJL/LGL,E,E,S,F,,,71277.0,156736.0,1317,EGAUGUW,ECONOMY,false,
VStation12,Bin17,372e8edb-7366-42e2-b4a4-7c4da4ae37ae,SHL/JWA,E,,,R,,,71277.0,156736.0,1317,EGAUGUW,ECONOMY,false,
VStation12,Bin17,372e8edb-7366-42e2-b4a4-7c4da4ae37ae,AJL/LGT,E,R,S,F,,,71277.0,156736.0,1317,EGAUGUW,ECONOMY,false,
VStation12,Bin17,372e8edb-7366-42e2-b4a4-7c4da4ae37ae,MDH/KHL,E,E,S,F,,,71277.0,156736.0,1317,EGAUGUW,ECONOMY,false,
VStation12,Bin17,372e8edb-7366-42e2-b4a4-7c4da4ae37ae,AJL/LGT,E,,,R,,,71277.0,156736.0,1317,EGAUGUW,ECONOMY,false,
VStation12,Bin17,372e8edb-7366-42e2-b4a4-7c4da4ae37ae,GAU/GUW,S,,,R,,,71277.0,156736.0,1317,EGAUGUW,ECONOMY,false,
VStation12,Bin17,372e8edb-7366-42e2-b4a4-7c4da4ae37ae,SZR/SZR,E,E,S,F,,,71277.0,156736.0,1317,EGAUGUW,ECONOMY,false,
VStation12,Bin17,372e8edb-7366-42e2-b4a4-7c4da4ae37ae,IXI/BRW,E,R,S,F,,,71277.0,156736.0,1317,EGAUGUW,ECONOMY,false,
VStation12,Bin17,372e8edb-7366-42e2-b4a4-7c4da4ae37ae,AJL/LGL,E,R,S,F,,,71277.0,156736.0,1317,EGAUGUW,ECONOMY,false,
VStation12,Bin17,372e8edb-7366-42e2-b4a4-7c4da4ae37ae,NLP/WER,E,E,S,F,,,71277.0,156736.0,1317,EGAUGUW,ECONOMY,false,
VStation12,Bin17,372e8edb-7366-42e2-b4a4-7c4da4ae37ae,GAU/GUW,M,,,R,,,71277.0,156736.0,1317,EGAUGUW,ECONOMY,false,
VStation12,Bin17,372e8edb-7366-42e2-b4a4-7c4da4ae37ae,MDH/KHL,E,R,S,F,,,71277.0,156736.0,1317,EGAUGUW,ECONOMY,false,
VStation12,Bin17,372e8edb-7366-42e2-b4a4-7c4da4ae37ae,NLP/NLP,E,R,S,F,,,71277.0,156736.0,1317,EGAUGUW,ECONOMY,false,
VStation12,Bin17,372e8edb-7366-42e2-b4a4-7c4da4ae37ae,NLP/BGT,E,,,R,,,71277.0,156736.0,1317,EGAUGUW,ECONOMY,false,
VStation12,Bin17,372e8edb-7366-42e2-b4a4-7c4da4ae37ae,JRH/TZR,E,,D,F,,,71277.0,156736.0,1317,EGAUGUW,ECONOMY,false,
VStation12,Bin17,372e8edb-7366-42e2-b4a4-7c4da4ae37ae,GAU/GUW,E,,,R,,,71277.0,156736.0,1317,EGAUGUW,ECONOMY,false,
VStation12,Bin17,372e8edb-7366-42e2-b4a4-7c4da4ae37ae,NLP/NLP,E,E,S,F,,,71277.0,156736.0,1317,EGAUGUW,ECONOMY,false,
VStation12,Bin17,372e8edb-7366-42e2-b4a4-7c4da4ae37ae,NLP/WER,E,R,S,F,,,71277.0,156736.0,1317,EGAUGUW,ECONOMY,false,
VStation12,Bin17,372e8edb-7366-42e2-b4a4-7c4da4ae37ae,GAU/GUW,C,,,R,,,71277.0,156736.0,1317,EGAUGUW,ECONOMY,false,
VStation12,Bin17,372e8edb-7366-42e2-b4a4-7c4da4ae37ae,TTB/TTB,E,,D,F,,,71277.0,156736.0,1317,EGAUGUW,ECONOMY,false,
VStation12,Bin17,372e8edb-7366-42e2-b4a4-7c4da4ae37ae,GAU/GUW,D,,,R,,,71277.0,156736.0,1317,EGAUGUW,ECONOMY,false,
VStation12,Bin17,372e8edb-7366-42e2-b4a4-7c4da4ae37ae,GAU/GUW,A,,,R,,,71277.0,156736.0,1317,EGAUGUW,ECONOMY,false,
VStation12,Bin17,372e8edb-7366-42e2-b4a4-7c4da4ae37ae,IXI/BRW,E,E,S,F,,,71277.0,156736.0,1317,EGAUGUW,ECONOMY,false,
VStation12,Bin17,372e8edb-7366-42e2-b4a4-7c4da4ae37ae,GAU/GUW,B,,,R,,,71277.0,156736.0,1317,EGAUGUW,ECONOMY,false,
VStation12,Bin17,372e8edb-7366-42e2-b4a4-7c4da4ae37ae,IXS/CHH,E,E,S,F,,,71277.0,156736.0,1317,EGAUGUW,ECONOMY,false,
VStation12,Bin17,372e8edb-7366-42e2-b4a4-7c4da4ae37ae,SZR/SZR,E,R,S,F,,,71277.0,156736.0,1317,EGAUGUW,ECONOMY,false,
VStation12,Bin17,372e8edb-7366-42e2-b4a4-7c4da4ae37ae,AJL/CMH,E,,,R,,,71277.0,156736.0,1317,EGAUGUW,ECONOMY,false,
VStation12,Bin17,372e8edb-7366-42e2-b4a4-7c4da4ae37ae,GAU/GUW,M,,D,F,,,71277.0,156736.0,1317,EGAUGUW,ECONOMY,false,
VStation12,Bin17,372e8edb-7366-42e2-b4a4-7c4da4ae37ae,AJL/THE,E,E,S,F,,,71277.0,156736.0,1317,EGAUGUW,ECONOMY,false,
VStation12,Bin17,372e8edb-7366-42e2-b4a4-7c4da4ae37ae,MDH/IXS,E,,D,F,,,71277.0,156736.0,1317,EGAUGUW,ECONOMY,false,
VStation12,Bin17,372e8edb-7366-42e2-b4a4-7c4da4ae37ae,GAU/GUW,D,,D,F,,,71277.0,156736.0,1317,EGAUGUW,ECONOMY,false,
VStation12,Bin17,372e8edb-7366-42e2-b4a4-7c4da4ae37ae,IXS/CHH,E,R,S,F,,,71277.0,156736.0,1317,EGAUGUW,ECONOMY,false,
VStation12,Bin17,372e8edb-7366-42e2-b4a4-7c4da4ae37ae,GAU/GUW,A,,D,F,,,71277.0,156736.0,1317,EGAUGUW,ECONOMY,false,
VStation12,Bin17,372e8edb-7366-42e2-b4a4-7c4da4ae37ae,GAU/GUW,C,,D,F,,,71277.0,156736.0,1317,EGAUGUW,ECONOMY,false,
VStation12,Bin17,372e8edb-7366-42e2-b4a4-7c4da4ae37ae,AJL/THE,E,R,S,F,,,71277.0,156736.0,1317,EGAUGUW,ECONOMY,false,
VStation12,Bin17,372e8edb-7366-42e2-b4a4-7c4da4ae37ae,GAU/GUW,B,,D,F,,,71277.0,156736.0,1317,EGAUGUW,ECONOMY,false,
VStation12,Bin17,372e8edb-7366-42e2-b4a4-7c4da4ae37ae,LFG/LFG,E,,,R,,,71277.0,156736.0,1317,EGAUGUW,ECONOMY,false,
VStation12,Bin17,372e8edb-7366-42e2-b4a4-7c4da4ae37ae,SHL/JWA,E,,D,F,,,71277.0,156736.0,1317,EGAUGUW,ECONOMY,false,
VStation12,Bin17,372e8edb-7366-42e2-b4a4-7c4da4ae37ae,GAU/GUW,X,,,R,,,71277.0,156736.0,1317,EGAUGUW,ECONOMY,false,
VStation12,Bin17,372e8edb-7366-42e2-b4a4-7c4da4ae37ae,MDH/IXS,E,,,R,,,71277.0,156736.0,1317,EGAUGUW,ECONOMY,false,
VStation12,Bin17,372e8edb-7366-42e2-b4a4-7c4da4ae37ae,GAU/GUW,S,,D,F,,,71277.0,156736.0,1317,EGAUGUW,ECONOMY,false,
VStation12,Bin17,372e8edb-7366-42e2-b4a4-7c4da4ae37ae,IXS/BPB,E,E,S,F,,,71277.0,156736.0,1317,EGAUGUW,ECONOMY,false,
VStation12,Bin17,372e8edb-7366-42e2-b4a4-7c4da4ae37ae,AJL/RMH,E,E,S,F,,,71277.0,156736.0,1317,EGAUGUW,ECONOMY,false,
VStation9,Bin19,71039049-8c8a-4ac3-85ea-b2694999eceb,NNA/NNA,E,E,S,F,,,58648.0,58648.0,,ENNANNA,ECONOMY,false,
VStation9,Bin19,71039049-8c8a-4ac3-85ea-b2694999eceb,NNA/NNA,E,,D,F,,,58648.0,58648.0,,ENNANNA,ECONOMY,false,
VStation9,Bin19,71039049-8c8a-4ac3-85ea-b2694999eceb,NNA/NNA,E,,,R,,,58648.0,58648.0,,ENNANNA,ECONOMY,false,
VStation9,Bin19,71039049-8c8a-4ac3-85ea-b2694999eceb,NNA/NNA,E,R,S,F,,,58648.0,58648.0,,ENNANNA,ECONOMY,false,
VStation1,Bin5,e0d65050-15f2-4acf-99ae-42f4c6385ef0,CCU/MID,E,,D,F,,,101674.0,101674.0,,ECCUMID,ECONOMY,false,
VStation1,Bin5,e0d65050-15f2-4acf-99ae-42f4c6385ef0,CCU/MID,E,,,R,,,101674.0,101674.0,,ECCUMID,ECONOMY,false,
VStation1,Bin5,e0d65050-15f2-4acf-99ae-42f4c6385ef0,CCU/MID,E,E,S,F,,,101674.0,101674.0,,ECCUMID,ECONOMY,false,
VStation1,Bin5,e0d65050-15f2-4acf-99ae-42f4c6385ef0,CCU/MID,E,R,S,F,,,101674.0,101674.0,,ECCUMID,ECONOMY,false,
VStation10,Bin29,a06f3753-a71b-45f7-b7a0-b7469667f4ac,RDP/JMT,E,R,S,F,,,71249.0,71249.0,,ERDPJMT,ECONOMY,false,
VStation10,Bin29,a06f3753-a71b-45f7-b7a0-b7469667f4ac,RDP/JMT,E,E,S,F,,,71249.0,71249.0,,ERDPJMT,ECONOMY,false,
VStation10,Bin29,a06f3753-a71b-45f7-b7a0-b7469667f4ac,RDP/JMT,E,,,R,,,71249.0,71249.0,,ERDPJMT,ECONOMY,false,
VStation10,Bin29,a06f3753-a71b-45f7-b7a0-b7469667f4ac,RDP/JMT,E,,D,F,,,71249.0,71249.0,,ERDPJMT,ECONOMY,false,
VStation13,Bin2,a980540a-6bcc-4ae1-bee2-06e9d78b1d8e,RTP/RTP,E,,,R,,,54952.0,575.0,1666,ECJBCJB,ECONOMY,false,
VStation13,Bin2,a980540a-6bcc-4ae1-bee2-06e9d78b1d8e,NAG/PLN,E,,D,F,,,54952.0,575.0,1666,ECJBCJB,ECONOMY,false,
VStation13,Bin2,a980540a-6bcc-4ae1-bee2-06e9d78b1d8e,CJB/KAU,E,,,R,,,54952.0,575.0,1666,ECJBCJB,ECONOMY,false,
VStation13,Bin2,a980540a-6bcc-4ae1-bee2-06e9d78b1d8e,CJB/KAU,E,E,S,F,,,54952.0,575.0,1666,ECJBCJB,ECONOMY,false,
VStation13,Bin2,a980540a-6bcc-4ae1-bee2-06e9d78b1d8e,CCJ/MLP,E,,,R,,,54952.0,575.0,1666,ECJBCJB,ECONOMY,false,
VStation13,Bin2,a980540a-6bcc-4ae1-bee2-06e9d78b1d8e,RTP/RTP,E,R,S,F,,,54952.0,575.0,1666,ECJBCJB,ECONOMY,false,
VStation13,Bin2,a980540a-6bcc-4ae1-bee2-06e9d78b1d8e,IXM/VIR,E,R,S,F,,,54952.0,575.0,1666,ECJBCJB,ECONOMY,false,
VStation13,Bin2,a980540a-6bcc-4ae1-bee2-06e9d78b1d8e,MUT/MUT,E,E,S,F,,,54952.0,575.0,1666,ECJBCJB,ECONOMY,false,
VStation13,Bin2,a980540a-6bcc-4ae1-bee2-06e9d78b1d8e,IXM/TEC,E,R,S,F,,,54952.0,575.0,1666,ECJBCJB,ECONOMY,false,
VStation13,Bin2,a980540a-6bcc-4ae1-bee2-06e9d78b1d8e,CCJ/AVI,E,E,S,F,,,54952.0,575.0,1666,ECJBCJB,ECONOMY,false,
VStation13,Bin2,a980540a-6bcc-4ae1-bee2-06e9d78b1d8e,TRZ/AGM,E,R,S,F,,,54952.0,575.0,1666,ECJBCJB,ECONOMY,false,
VStation13,Bin2,a980540a-6bcc-4ae1-bee2-06e9d78b1d8e,MUT/MUT,E,R,S,F,,,54952.0,575.0,1666,ECJBCJB,ECONOMY,false,
VStation13,Bin2,a980540a-6bcc-4ae1-bee2-06e9d78b1d8e,CCJ/KOT,E,,,R,,,54952.0,575.0,1666,ECJBCJB,ECONOMY,false,
VStation13,Bin2,a980540a-6bcc-4ae1-bee2-06e9d78b1d8e,IXM/GNG,E,E,S,F,,,54952.0,575.0,1666,ECJBCJB,ECONOMY,false,
VStation13,Bin2,a980540a-6bcc-4ae1-bee2-06e9d78b1d8e,CCJ/AVI,E,R,S,F,,,54952.0,575.0,1666,ECJBCJB,ECONOMY,false,
VStation13,Bin2,a980540a-6bcc-4ae1-bee2-06e9d78b1d8e,IXM/DGL,E,E,S,F,,,54952.0,575.0,1666,ECJBCJB,ECONOMY,false,
VStation13,Bin2,a980540a-6bcc-4ae1-bee2-06e9d78b1d8e,PNQ/KYD,E,,D,F,,,54952.0,575.0,1666,ECJBCJB,ECONOMY,false,
VStation13,Bin2,a980540a-6bcc-4ae1-bee2-06e9d78b1d8e,TRZ/AGM,E,E,S,F,,,54952.0,575.0,1666,ECJBCJB,ECONOMY,false,
VStation13,Bin2,a980540a-6bcc-4ae1-bee2-06e9d78b1d8e,IXM/GNG,E,,,R,,,54952.0,575.0,1666,ECJBCJB,ECONOMY,false,
VStation13,Bin2,a980540a-6bcc-4ae1-bee2-06e9d78b1d8e,RTP/RTP,E,E,S,F,,,54952.0,575.0,1666,ECJBCJB,ECONOMY,false,
VStation13,Bin2,a980540a-6bcc-4ae1-bee2-06e9d78b1d8e,COK/PRM,E,,D,F,,,54952.0,575.0,1666,ECJBCJB,ECONOMY,false,
VStation13,Bin2,a980540a-6bcc-4ae1-bee2-06e9d78b1d8e,IXM/DGL,E,,,R,,,54952.0,575.0,1666,ECJBCJB,ECONOMY,false,
VStation13,Bin2,a980540a-6bcc-4ae1-bee2-06e9d78b1d8e,CJB/EDR,E,,,R,,,54952.0,575.0,1666,ECJBCJB,ECONOMY,false,
VStation13,Bin2,a980540a-6bcc-4ae1-bee2-06e9d78b1d8e,CCJ/KOT,E,,D,F,,,54952.0,575.0,1666,ECJBCJB,ECONOMY,false,
VStation13,Bin2,a980540a-6bcc-4ae1-bee2-06e9d78b1d8e,BLR/CCJ,E,,D,F,,,54952.0,575.0,1666,ECJBCJB,ECONOMY,false,
VStation13,Bin2,a980540a-6bcc-4ae1-bee2-06e9d78b1d8e,TRZ/AGM,E,,,R,,,54952.0,575.0,1666,ECJBCJB,ECONOMY,false,
VStation13,Bin2,a980540a-6bcc-4ae1-bee2-06e9d78b1d8e,CJB/PRD,E,,,R,,,54952.0,575.0,1666,ECJBCJB,ECONOMY,false,
VStation13,Bin2,a980540a-6bcc-4ae1-bee2-06e9d78b1d8e,NAG/PLN,E,R,S,F,,,54952.0,575.0,1666,ECJBCJB,ECONOMY,false,
VStation13,Bin2,a980540a-6bcc-4ae1-bee2-06e9d78b1d8e,BLR/CCJ,E,R,S,F,,,54952.0,575.0,1666,ECJBCJB,ECONOMY,false,
VStation13,Bin2,a980540a-6bcc-4ae1-bee2-06e9d78b1d8e,TRV/MKM,E,R,S,F,,,54952.0,575.0,1666,ECJBCJB,ECONOMY,false,
VStation13,Bin2,a980540a-6bcc-4ae1-bee2-06e9d78b1d8e,VTT/VTT,E,,D,F,,,54952.0,575.0,1666,ECJBCJB,ECONOMY,false,
VStation13,Bin2,a980540a-6bcc-4ae1-bee2-06e9d78b1d8e,CCJ/KOT,E,E,S,F,,,54952.0,575.0,1666,ECJBCJB,ECONOMY,false,
VStation13,Bin2,a980540a-6bcc-4ae1-bee2-06e9d78b1d8e,BLR/MLP,E,,,R,,,54952.0,575.0,1666,ECJBCJB,ECONOMY,false,
VStation13,Bin2,a980540a-6bcc-4ae1-bee2-06e9d78b1d8e,BLR/CCJ,E,E,S,F,,,54952.0,575.0,1666,ECJBCJB,ECONOMY,false,
VStation13,Bin2,a980540a-6bcc-4ae1-bee2-06e9d78b1d8e,CJB/ERD,E,,D,F,,,54952.0,575.0,1666,ECJBCJB,ECONOMY,false,
VStation13,Bin2,a980540a-6bcc-4ae1-bee2-06e9d78b1d8e,IXM/TEC,E,E,S,F,,,54952.0,575.0,1666,ECJBCJB,ECONOMY,false,
VStation13,Bin2,a980540a-6bcc-4ae1-bee2-06e9d78b1d8e,TRV/MKM,E,E,S,F,,,54952.0,575.0,1666,ECJBCJB,ECONOMY,false,
VStation13,Bin2,a980540a-6bcc-4ae1-bee2-06e9d78b1d8e,CJB/DHP,E,,,R,,,54952.0,575.0,1666,ECJBCJB,ECONOMY,false,
VStation13,Bin2,a980540a-6bcc-4ae1-bee2-06e9d78b1d8e,CCJ/TEY,E,,D,F,,,54952.0,575.0,1666,ECJBCJB,ECONOMY,false,
VStation13,Bin2,a980540a-6bcc-4ae1-bee2-06e9d78b1d8e,MUT/MUT,E,,,R,,,54952.0,575.0,1666,ECJBCJB,ECONOMY,false,
VStation13,Bin2,a980540a-6bcc-4ae1-bee2-06e9d78b1d8e,VTT/VTT,E,,,R,,,54952.0,575.0,1666,ECJBCJB,ECONOMY,false,
VStation13,Bin2,a980540a-6bcc-4ae1-bee2-06e9d78b1d8e,CCJ/KOT,E,R,S,F,,,54952.0,575.0,1666,ECJBCJB,ECONOMY,false,
VStation13,Bin2,a980540a-6bcc-4ae1-bee2-06e9d78b1d8e,IXM/VIR,E,E,S,F,,,54952.0,575.0,1666,ECJBCJB,ECONOMY,false,
VStation13,Bin2,a980540a-6bcc-4ae1-bee2-06e9d78b1d8e,CJB/NMB,E,,,R,,,54952.0,575.0,1666,ECJBCJB,ECONOMY,false,
VStation13,Bin2,a980540a-6bcc-4ae1-bee2-06e9d78b1d8e,CCJ/ARC,E,,,R,,,54952.0,575.0,1666,ECJBCJB,ECONOMY,false,
VStation13,Bin2,a980540a-6bcc-4ae1-bee2-06e9d78b1d8e,TRZ/TRY,E,R,S,F,,,54952.0,575.0,1666,ECJBCJB,ECONOMY,false,
VStation13,Bin2,a980540a-6bcc-4ae1-bee2-06e9d78b1d8e,IXM/MDH,E,,D,F,,,54952.0,575.0,1666,ECJBCJB,ECONOMY,false,
VStation13,Bin2,a980540a-6bcc-4ae1-bee2-06e9d78b1d8e,MUT/MUT,E,,D,F,,,54952.0,575.0,1666,ECJBCJB,ECONOMY,false,
VStation13,Bin2,a980540a-6bcc-4ae1-bee2-06e9d78b1d8e,CJB/DHP,E,,D,F,,,54952.0,575.0,1666,ECJBCJB,ECONOMY,false,
VStation13,Bin2,a980540a-6bcc-4ae1-bee2-06e9d78b1d8e,CCJ/ARC,E,,D,F,,,54952.0,575.0,1666,ECJBCJB,ECONOMY,false,
